Family,Genre,Note,Instances
Floral notes,Narcissus ,Daffodil,4
Floral notes,Narcissus ,Spanish narcissus,3
Floral notes,Narcissus ,Egyptian narcissus,2
Floral notes,Narcissus ,Provançal narcissus,2
Floral notes,Narcissus ,Albanian narcissus,1
Floral notes,Narcissus ,Florentine narcissus,1
Floral notes,Narcissus ,French narcissus absolute Orpur®,1
Floral notes,Narcissus ,French white narcissus,1
Floral notes,Narcissus ,Green narcissus,1
Floral notes,Narcissus ,Indian narcissus,1
Floral notes,Narcissus ,Kashmiri narcissus,1
Floral notes,Narcissus ,Moroccan narcissus,1
Floral notes,Narcissus ,Narcissus absolute Orpur®,1
Floral notes,Narcissus ,Narcissus CO2,1
Floral notes,Narcissus ,Portuguese narcissus,1
Floral notes,Narcissus ,Provençal jonquil,1
Floral notes,Carnation ,Carnation,2561
Floral notes,Carnation ,Carnation absolute,52
Floral notes,Carnation ,Carnation,8
Floral notes,Carnation ,Egyptian carnation,8
Floral notes,Carnation ,Carnation leaf,5
Floral notes,Carnation ,French carnation,3
Floral notes,Carnation ,Green carnation,3
Floral notes,Carnation ,Spanish carnation,2
Floral notes,Carnation ,Black carnation,1
Floral notes,Carnation ,Carnation seed,1
Floral notes,Carnation ,Chinese carnation,1
Floral notes,Carnation ,Dianthine®,1
Floral notes,Carnation ,Italian carnation,1
Floral notes,Carnation ,Tajette carnation,1
Floral notes,Carnation ,Turkish carnation,1
Floral notes,Carnation ,White carnation absolute,1
Floral notes,Nectar ,Honey,3809
Floral notes,Nectar ,Peach nectar,148
Floral notes,Nectar ,Nectar,56
Floral notes,Nectar ,Apricot nectar,52
Floral notes,Nectar ,Pear nectar,30
Floral notes,Nectar ,Honeysuckle nectar,15
Floral notes,Nectar ,Mango nectar,14
Floral notes,Nectar ,Plum nectar,14
Floral notes,Nectar ,Fig nectar,13
Floral notes,Nectar ,Raspberry nectar,13
Floral notes,Nectar ,Blackcurrant nectar,12
Floral notes,Nectar ,Blossom nectar,12
Floral notes,Nectar ,Coconut nectar,7
Floral notes,Nectar ,Passion fruit nectar,7
Floral notes,Nectar ,Fruit nectar,6
Floral notes,Nectar ,Guava nectar,5
Floral notes,Nectar ,Hibiscus nectar,5
Floral notes,Nectar ,Rose nectar,5
Floral notes,Nectar ,White peach nectar,5
Floral notes,Nectar ,Cherry nectar,3
Floral notes,Nectar ,Jasmine nectar,3
Floral notes,Nectar ,Mandarin orange nectar,3
Floral notes,Nectar ,Arbutus honey,2
Floral notes,Nectar ,Cherry blossom nectar,2
Floral notes,Nectar ,Hawaiian honey,2
Floral notes,Nectar ,Lychee nectar,2
Floral notes,Nectar ,Papaya nectar,2
Floral notes,Nectar ,Strawberry nectar,2
Floral notes,Nectar ,Banana nectar,1
Floral notes,Nectar ,Banksia nectar,1
Floral notes,Nectar ,Blueberry nectar,1
Floral notes,Nectar ,Candied honey,1
Floral notes,Nectar ,Clementine nectar,1
Floral notes,Nectar ,Elderflower nectar,1
Floral notes,Nectar ,Ethiopian honey,1
Floral notes,Nectar ,Goji berry nectar,1
Floral notes,Nectar ,Iris nectar,1
Floral notes,Nectar ,Italian honey,1
Floral notes,Nectar ,Jasmine honey,1
Floral notes,Nectar ,Longan honey,1
Floral notes,Nectar ,Pineapple nectar,1
Floral notes,Nectar ,Pink honey,1
Floral notes,Nectar ,Pomegranate nectar,1
Floral notes,Nectar ,Prickly pear honey,1
Floral notes,Nectar ,Provençal honey absolute,1
Floral notes,Nectar ,Vermont honey,1
Floral notes,Nectar ,Wild berries nectar,1
Floral notes,Cassia ,Cassia,341
Floral notes,Cassia ,Cassia bark,15
Floral notes,Cassia ,Cassia absolute,10
Floral notes,Cassia ,Cassia blossom,9
Floral notes,Cassia ,Cassia root,1
Floral notes,Cassia ,Cassia seed,1
Floral notes,Cassia ,Chinese cassia,1
Floral notes,Cassia ,Egyptian cassia,1
Floral notes,Cassia ,Egyptian cassia absolute,1
Floral notes,Cassia ,Egyptian cassia blossom,1
Floral notes,Cassia ,Indonesian cassia,1
Floral notes,Cassia ,Vietnamese cassia bark,1
Floral notes,Neroli ,Neroli,6212
Floral notes,Neroli ,Tunisian neroli,241
Floral notes,Neroli ,Moroccan neroli,66
Floral notes,Neroli ,Italian neroli,62
Floral notes,Neroli ,Egyptian neroli,48
Floral notes,Neroli ,Neroli absolute,26
Floral notes,Neroli ,French neroli,16
Floral notes,Neroli ,Sicilian neroli,10
Floral notes,Neroli ,Calabrian neroli,8
Floral notes,Neroli ,Egyptian neroli absolute,5
Floral notes,Neroli ,Lebanese neroli,5
Floral notes,Neroli ,Grapefruit neroli,4
Floral notes,Neroli ,Neroli water,4
Floral notes,Neroli ,Paraguayan neroli,4
Floral notes,Neroli ,Tunisian neroli absolute,4
Floral notes,Neroli ,African neroli,3
Floral notes,Neroli ,Indian neroli,3
Floral notes,Neroli ,Spanish neroli,3
Floral notes,Neroli ,Mediterranean neroli,2
Floral notes,Neroli ,Neroli Orpur®,2
Floral notes,Neroli ,North African neroli Orpur®,2
Floral notes,Neroli ,Afghan neroli,1
Floral notes,Neroli ,Comorian neroli,1
Floral notes,Neroli ,Grasse neroli,1
Floral notes,Neroli ,Japanese neroli water,1
Floral notes,Neroli ,Mexican neroli,1
Floral notes,Neroli ,Moroccan neroli absolute,1
Floral notes,Neroli ,Neroli tea,1
Floral notes,Neroli ,Provençal neroli,1
Floral notes,Neroli ,South American neroli,1
Floral notes,Chrysanthemum ,Chrysanthemum,100
Floral notes,Chrysanthemum ,Chrysanthemum absolute ,13
Floral notes,Chrysanthemum ,Chrysanthemum leaf,1
Floral notes,Chrysanthemum ,Japanese chrysanthemum,1
Floral notes,Oleander ,Oleander ,51
Floral notes,Oleander ,White oleander ,11
Floral notes,Oleander ,Pink oleander,3
Floral notes,Oleander ,Oleander honey,1
Floral notes,Oleander ,Oleander leaf ,1
Floral notes,Oleander ,Red oleander ,1
Floral notes,Cornflower ,Cornflower,26
Floral notes,Cornflower ,Cornflower water ,1
Floral notes,Orange blossom,Orange blossom,10159
Floral notes,Orange blossom,Orange blossom absolute,471
Floral notes,Orange blossom,African orange blossom,100
Floral notes,Orange blossom,Tunisian orange blossom,97
Floral notes,Orange blossom,Morrocan orange blossom,76
Floral notes,Orange blossom,Tunisian orange blossom absolute,50
Floral notes,Orange blossom,Orange blossom water,43
Floral notes,Orange blossom,Moroccan orange blossom absolute,29
Floral notes,Orange blossom,Spanish orange blossom absolute,29
Floral notes,Orange blossom,Orange blossom honey,20
Floral notes,Orange blossom,French orange blossom,16
Floral notes,Orange blossom,Orange blossom water absolute,16
Floral notes,Orange blossom,Sicilian orange blossom,14
Floral notes,Orange blossom,Egyptian orange blossom,13
Floral notes,Orange blossom,French orange blossom absolute,11
Floral notes,Orange blossom,Egyptian orange blossom absolute,8
Floral notes,Orange blossom,Orange blossom concrete,7
Floral notes,Orange blossom,Andalusian orange blossom,5
Floral notes,Orange blossom,Italian orange blossom,5
Floral notes,Orange blossom,Japanese orange blossom,4
Floral notes,Orange blossom,Tunisian orange blossom water absolute,4
Floral notes,Orange blossom,Valencia orange blossom,4
Floral notes,Orange blossom,Grasse orange blossom,3
Floral notes,Orange blossom,North African orange blossom,3
Floral notes,Orange blossom,Spanish orange blossom,3
Floral notes,Orange blossom,Tachibana orange blossom,3
Floral notes,Orange blossom,Calypso orchid,2
Floral notes,Orange blossom,Chinese orange blossom,2
Floral notes,Orange blossom,Indian orange blossom,2
Floral notes,Orange blossom,North African orange blossom absolute,2
Floral notes,Orange blossom,Orange blossom nectar,2
Floral notes,Orange blossom,African orange blossom Orpur®,1
Floral notes,Orange blossom,African orange blossom absolute,1
Floral notes,Orange blossom,African orange blossom water,1
Floral notes,Orange blossom,Amalfi orange blossom,1
Floral notes,Orange blossom,Italian orange blossom absolute,1
Floral notes,Orange blossom,Italian orange blossom water,1
Floral notes,Orange blossom,Moroccan orange blossom water absolute,1
Floral notes,Orange blossom,Orange blossom bud,1
Floral notes,Orange blossom,Orange blossom cream,1
Floral notes,Orange blossom,Orange blossom jam,1
Floral notes,Orange blossom,Orange blossom liqueur,1
Floral notes,Orange blossom,Orange blossom Orpur®,1
Floral notes,Orange blossom,Orange blossom sorbet,1
Floral notes,Orange blossom,Yellow lady's slipper orchid,1
Floral notes,Costus ,Costus ,145
Floral notes,Costus ,Costus root ,48
Floral notes,Costus ,Costus absolute ,12
Floral notes,Costus ,Indian costus root ,3
Floral notes,Costus ,Indian costus,1
Floral notes,Orchid ,Orchid,2393
Floral notes,Orchid ,Vanilla orchid,477
Floral notes,Orchid ,Black orchid,159
Floral notes,Orchid ,White orchid,120
Floral notes,Orchid ,Wild orchid,71
Floral notes,Orchid ,Tiger orchid,43
Floral notes,Orchid ,Cattleya orchid,32
Floral notes,Orchid ,Purple orchid,28
Floral notes,Orchid ,Sharry baby orchid,22
Floral notes,Orchid ,Pink orchid,20
Floral notes,Orchid ,Coconut orchid,17
Floral notes,Orchid ,Red orchid,17
Floral notes,Orchid ,Blue orchid,8
Floral notes,Orchid ,Dossinia orchid,8
Floral notes,Orchid ,Midnight orchid,8
Floral notes,Orchid ,Moth orchid,8
Floral notes,Orchid ,Green orchid,7
Floral notes,Orchid ,Brazilian orchid,6
Floral notes,Orchid ,Gold orchid,4
Floral notes,Orchid ,Vanilla pompona,4
Floral notes,Orchid ,Brassavola nodosa,3
Floral notes,Orchid ,Chinese orchid,3
Floral notes,Orchid ,Ginger orchid,3
Floral notes,Orchid ,Water orchid,3
Floral notes,Orchid ,African orchid,2
Floral notes,Orchid ,Bulbophyllum nocturnum,2
Floral notes,Orchid ,Dracula orchid,2
Floral notes,Orchid ,Encyclia mooreana orchid,2
Floral notes,Orchid ,Engadin orchid,2
Floral notes,Orchid ,Gold symphony orchid,2
Floral notes,Orchid ,Indonesian orchid,2
Floral notes,Orchid ,Lady orchid,2
Floral notes,Orchid ,Laelia orchid,2
Floral notes,Orchid ,Mexican orchid,2
Floral notes,Orchid ,Moon orchid,2
Floral notes,Orchid ,Moroccan orchid,2
Floral notes,Orchid ,Orange orchid,2
Floral notes,Orchid ,Orchid absolute,2
Floral notes,Orchid ,Orchid leaf,2
Floral notes,Orchid ,Papilionanthe Miss Joaquim orchid,2
Floral notes,Orchid ,Tahitian orchid,2
Floral notes,Orchid ,White cattleya orchid,2
Floral notes,Orchid ,Yellow orchid,2
Floral notes,Orchid ,African adventure jungle trail orchid,1
Floral notes,Orchid ,Angraecum,1
Floral notes,Orchid ,Aranda,1
Floral notes,Orchid ,Blazing fury orchid,1
Floral notes,Orchid ,Bluebird orchid,1
Floral notes,Orchid ,Boat orchid,1
Floral notes,Orchid ,Brassavola glauca orchid,1
Floral notes,Orchid ,Brassia Edvah Loo orchid,1
Floral notes,Orchid ,Casablanca orchid,1
Floral notes,Orchid ,Cattleya trianae,1
Floral notes,Orchid ,Christmas orchid,1
Floral notes,Orchid ,Cochleanthes amazonica,1
Floral notes,Orchid ,Colombian cattleya orchid,1
Floral notes,Orchid ,Colombian orchid,1
Floral notes,Orchid ,Costa Rican orchid,1
Floral notes,Orchid ,Croatian orchid,1
Floral notes,Orchid ,Cuban orchid,1
Floral notes,Orchid ,Cymbidium goeringii,1
Floral notes,Orchid ,Ericksonella saccharata,1
Floral notes,Orchid ,Evening maiden orchid,1
Floral notes,Orchid ,Green jungle orchid,1
Floral notes,Orchid ,Himalayan orchid,1
Floral notes,Orchid ,Indian orchid,1
Floral notes,Orchid ,Indian vanilla orchid,1
Floral notes,Orchid ,Italian orchid,1
Floral notes,Orchid ,Mackayi orchid,1
Floral notes,Orchid ,Madagascan vanilla orchid absolute,1
Floral notes,Orchid ,Madagascar orchid,1
Floral notes,Orchid ,Maxillaria orchid,1
Floral notes,Orchid ,Mokara orchid,1
Floral notes,Orchid ,Orchid water,1
Floral notes,Orchid ,Oriental orchid,1
Floral notes,Orchid ,Paphiopedilum rothschildianum,1
Floral notes,Orchid ,Papilionanthe Miss Joaquim,1
Floral notes,Orchid ,Phantom orchid ScentTrek®,1
Floral notes,Orchid ,Philippine orchid,1
Floral notes,Orchid ,Purple cattleya orchid,1
Floral notes,Orchid ,Purple mokara orchid,1
Floral notes,Orchid ,Rock orchid,1
Floral notes,Orchid ,Rose orchid,1
Floral notes,Orchid ,Sedirea japonica orchid,1
Floral notes,Orchid ,Tahitian water orchid,1
Floral notes,Orchid ,Thai orchid,1
Floral notes,Orchid ,Vanda,1
Floral notes,Orchid ,Vanilla orchid CO2,1
Floral notes,Orchid ,Violet orchid,1
Floral notes,Orchid ,Woodland orchid,1
Floral notes,Orchid ,Yellow Glory cattleya orchid,1
Floral notes,Crocus ,Crocus,30
Floral notes,Crocus ,Pink crokus ,1
Floral notes,Osmanthus ,Osmanthus,2200
Floral notes,Osmanthus ,Osmanthus absolute,234
Floral notes,Osmanthus ,Chinese osmanthus,48
Floral notes,Osmanthus ,Chinese osmanthus absolute,16
Floral notes,Osmanthus ,Japanese osmanthus,13
Floral notes,Osmanthus ,Golden osmanthus,8
Floral notes,Osmanthus ,Devilwood,4
Floral notes,Osmanthus ,Himalayan osmanthus,3
Floral notes,Osmanthus ,Osmanthus concrete,3
Floral notes,Osmanthus ,Osmanthus tea,3
Floral notes,Osmanthus ,Pink osmanthus,3
Floral notes,Osmanthus ,Red osmanthus,3
Floral notes,Osmanthus ,Japanese osmanthus absolute,2
Floral notes,Osmanthus ,French osmanthus absolute,1
Floral notes,Osmanthus ,Indian osmanthus,1
Floral notes,Osmanthus ,Italian osmanthus,1
Floral notes,Osmanthus ,Osmanthus absolute Orpur®,1
Floral notes,Osmanthus ,Osmanthus bud,1
Floral notes,Osmanthus ,Osmanthus Orpur®,1
Floral notes,Osmanthus ,Sumatra osmanthus,1
Floral notes,Osmanthus ,Thai osmanthus absolute,1
Floral notes,Osmanthus ,Tibetan osmanthus,1
Floral notes,Osmanthus ,Tibetan osmanthus,1
Floral notes,Osmanthus ,White osmanthus,1
Floral notes,Cyclamen ,Cyclamen,1638
Floral notes,Cyclamen ,White cyclamen,15
Floral notes,Cyclamen ,Pink cyclamen,12
Floral notes,Cyclamen ,Blue cyclamen,5
Floral notes,Cyclamen ,Alpine cyclamen,3
Floral notes,Cyclamen ,Cyclamen leaf,3
Floral notes,Cyclamen ,Turkish cyclamen,3
Floral notes,Cyclamen ,Cyclamen aldehyde,2
Floral notes,Cyclamen ,Cyclamen persicum,2
Floral notes,Cyclamen ,Cyclamen africanum,1
Floral notes,Cyclamen ,Red cyclamen,1
Floral notes,Cyclamen ,Somalian cyclamen,1
Floral notes,Palmarosa ,Palmarosa ,317
Floral notes,Palmarosa ,Indian palmarosa,7
Floral notes,Palmarosa ,Brazilian palmarosa,3
Floral notes,Palmarosa ,Nepalese palmarosa,2
Floral notes,Dahlia ,Dahlia ,46
Floral notes,Dahlia ,Black dahlia ,11
Floral notes,Dahlia ,Red dahlia ,2
Floral notes,Dahlia ,Blue dahlia ,1
Floral notes,Pansy ,Pansy,23
Floral notes,Pansy ,Black pansy ,2
Floral notes,Pansy ,Italian wild pansy ,1
Floral notes,Pansy ,Viola tricolor ,1
Floral notes,Daisy ,Daisy,99
Floral notes,Daisy ,Varthemia ,2
Floral notes,Daisy ,African daisy,1
Floral notes,Passion flower,Passion flower,270
Floral notes,Passion flower,Pink passion flower,2
Floral notes,Passion flower,Australian passion flower,1
Floral notes,Passion flower,Colombian passion flower,1
Floral notes,Passion flower,French Guayan passion flower,1
Floral notes,Passion flower,Mexican passion flower,1
Floral notes,Passion flower,Passion flower absolute,1
Floral notes,Passion flower,Passion flower tea,1
Floral notes,Pelargonium ,Pelargonium,110
Floral notes,Pelargonium ,Egyptian pelargonium,3
Floral notes,Pelargonium ,Nutmeg geranium,3
Floral notes,Pelargonium ,South African pelargonium,2
Floral notes,Pelargonium ,Bourbon pelargonium,1
Floral notes,Pelargonium ,Geranium grandiflorum,1
Floral notes,Pelargonium ,Pelargonium leaf,1
Floral notes,Pelargonium ,Peppermint scented geranium,1
Floral notes,Daphne,Daphne ,20
Floral notes,Daphne,Daphne cneorum ScentTrek® ,1
Floral notes,Peony,Peony,4414
Floral notes,Peony,Pink peony,240
Floral notes,Peony,White peony,199
Floral notes,Peony,Red peony,55
Floral notes,Peony,Chinese peony,24
Floral notes,Peony,Purple peony,10
Floral notes,Peony,Black peony,8
Floral notes,Peony,Yellow peony,7
Floral notes,Peony,Peony bud,5
Floral notes,Peony,French peony,4
Floral notes,Peony,Japanese peony,3
Floral notes,Peony,Peony leaf,3
Floral notes,Peony,Shangri-La-peony,3
Floral notes,Peony,Wild peony,3
Floral notes,Peony,Blue peony,2
Floral notes,Peony,American peony,1
Floral notes,Peony,Japanese white peony,1
Floral notes,Peony,Peony root,1
Floral notes,Datura ,Datura,208
Floral notes,Datura ,White datura ,5
Floral notes,Datura ,Datura leaf ,1
Floral notes,Datura ,Green datura ,1
Floral notes,Datura ,Indian datura,1
Floral notes,Phlox ,Phlox,22
Floral notes,Phlox ,Night phlox,2
Floral notes,Phlox ,Midnight candy ,1
Floral notes,Phlox ,Phlox multiflora,1
Floral notes,Dianthus ,Carnation,2561
Floral notes,Dianthus ,Egyptian carnation,8
Floral notes,Dianthus ,Dianthus superbus,4
Floral notes,Dianthus ,Sweet william,4
Floral notes,Dianthus ,Campion,2
Floral notes,Dianthus ,Dianthus plumarius,2
Floral notes,Dianthus ,Fringed pink,2
Floral notes,Dianthus ,Spanish carnation,2
Floral notes,Dianthus ,Black carnation,1
Floral notes,Dianthus ,White carnation absolute,1
Floral notes,Pittosporum ,Pittosporum ,59
Floral notes,Pittosporum ,Pittosporum blossom,7
Floral notes,Pittosporum ,Japanese pittosporum ,2
Floral notes,Pittosporum ,Pittosporum leaf,2
Floral notes,Dogwood ,Dogwood ,12
Floral notes,Dogwood ,Dogwood blossom ,3
Floral notes,Plants ,Tarragon,767
Floral notes,Plants ,Spearmint,672
Floral notes,Plants ,Myrtle,506
Floral notes,Plants ,Cannabis,341
Floral notes,Plants ,Calla,85
Floral notes,Plants ,Yarrow,72
Floral notes,Plants ,Mexican orange,62
Floral notes,Plants ,Sweet gale,62
Floral notes,Plants ,Red sandalwood,61
Floral notes,Plants ,Red ginger,54
Floral notes,Plants ,Dill,50
Floral notes,Plants ,Ginseng,46
Floral notes,Plants ,Bushman's candle,38
Floral notes,Plants ,Chaparral,33
Floral notes,Plants ,Desert rose,27
Floral notes,Plants ,Katrafay,27
Floral notes,Plants ,Saint John's wort,26
Floral notes,Plants ,Cascarilla,25
Floral notes,Plants ,Rooibos,25
Floral notes,Plants ,Argania,23
Floral notes,Plants ,Rock samphire,23
Floral notes,Plants ,Borage,18
Floral notes,Plants ,Cape gooseberry,18
Floral notes,Plants ,Loquat,18
Floral notes,Plants ,Orange jessamine,18
Floral notes,Plants ,Jacaranda,17
Floral notes,Plants ,Bushman's candle absolute,16
Floral notes,Plants ,Mesquite tree,16
Floral notes,Plants ,Winterberry,16
Floral notes,Plants ,White genepi,15
Floral notes,Plants ,Hemlock,14
Floral notes,Plants ,Ironwood,14
Floral notes,Plants ,Savory,14
Floral notes,Plants ,Carob tree,13
Floral notes,Plants ,Greenland moss,13
Floral notes,Plants ,Tansy,13
Floral notes,Plants ,Castor,12
Floral notes,Plants ,Gingko,12
Floral notes,Plants ,Nyctanthes arbor-tristis,12
Floral notes,Plants ,Arbutus,11
Floral notes,Plants ,Blue ginger,11
Floral notes,Plants ,Christ's thorn jujube,11
Floral notes,Plants ,Kunzea,11
Floral notes,Plants ,Mahonia,11
Floral notes,Plants ,Tanarius major,11
Floral notes,Plants ,Hickory,10
Floral notes,Plants ,Terebinth,10
Floral notes,Plants ,Torch ginger,10
Floral notes,Plants ,Ambrosia,9
Floral notes,Plants ,Baobab,9
Floral notes,Plants ,Cajuput tree,9
Floral notes,Plants ,Columbine,9
Floral notes,Plants ,Damiana,9
Floral notes,Plants ,Greater stitchwort,9
Floral notes,Plants ,Honeybush,9
Floral notes,Plants ,Cupuaçu,8
Floral notes,Plants ,Honeybush CO2,8
Floral notes,Plants ,Khella,8
Floral notes,Plants ,Periploca sepium,8
Floral notes,Plants ,Phytolacca dioica,8
Floral notes,Plants ,Adesmia boronioides,7
Floral notes,Plants ,Bouvardia,7
Floral notes,Plants ,Chicory,7
Floral notes,Plants ,Golden chain,7
Floral notes,Plants ,Wintersweet,7
Floral notes,Plants ,Amelanchier,6
Floral notes,Plants ,Bleeding-heart flower,6
Floral notes,Plants ,Chasteberry,6
Floral notes,Plants ,Conobea scoparioides,6
Floral notes,Plants ,Costmary,6
Floral notes,Plants ,Euphorbia,6
Floral notes,Plants ,Japanese shell ginger,6
Floral notes,Plants ,Schisandra,6
Floral notes,Plants ,Bitter ginger,5
Floral notes,Plants ,Cretan dittany,5
Floral notes,Plants ,Croton catatii,5
Floral notes,Plants ,Elaeagnus,5
Floral notes,Plants ,Goji,5
Floral notes,Plants ,Jade vine,5
Floral notes,Plants ,Kuromoji,5
Floral notes,Plants ,Lindera benzoin,5
Floral notes,Plants ,Mohavea confertiflora,5
Floral notes,Plants ,Rambutan,5
Floral notes,Plants ,Bulrush,4
Floral notes,Plants ,Cinquefoil,4
Floral notes,Plants ,Cockscomb,4
Floral notes,Plants ,Daisy tree,4
Floral notes,Plants ,Kudzu,4
Floral notes,Plants ,Lamb's-ear,4
Floral notes,Plants ,Neem,4
Floral notes,Plants ,Ocotea quixos,4
Floral notes,Plants ,Podocarpus totara,4
Floral notes,Plants ,Red myrtle,4
Floral notes,Plants ,Terminalia elliptica,4
Floral notes,Plants ,Bearberry,3
Floral notes,Plants ,Bird cherry,3
Floral notes,Plants ,Bursera,3
Floral notes,Plants ,Chervil,3
Floral notes,Plants ,Cinnamomum glaucescens,3
Floral notes,Plants ,Commiphora kataf,3
Floral notes,Plants ,Common dogwood,3
Floral notes,Plants ,French hyssop,3
Floral notes,Plants ,Hazel,3
Floral notes,Plants ,Indian cork tree,3
Floral notes,Plants ,Kanuka,3
Floral notes,Plants ,Krameria root,3
Floral notes,Plants ,Lamiaceae,3
Floral notes,Plants ,Lemonwood,3
Floral notes,Plants ,Mountain avens,3
Floral notes,Plants ,Muskflower,3
Floral notes,Plants ,Namibian Bushman's candle,3
Floral notes,Plants ,Safflower,3
Floral notes,Plants ,Salvadora persica,3
Floral notes,Plants ,Sawara cypress,3
Floral notes,Plants ,Sedum,3
Floral notes,Plants ,Southernwood,3
Floral notes,Plants ,Sweet pepper bush,3
Floral notes,Plants ,Tamarisk,3
Floral notes,Plants ,Water pepper,3
Floral notes,Plants ,Witch hazel,3
Floral notes,Plants ,Yucca,3
Floral notes,Plants ,Acacia acuminata,2
Floral notes,Plants ,Achiote,2
Floral notes,Plants ,Bacopa,2
Floral notes,Plants ,Baptisia australis,2
Floral notes,Plants ,Black apricot,2
Floral notes,Plants ,Bonsai,2
Floral notes,Plants ,Canadian horseweed,2
Floral notes,Plants ,Cassowary plum,2
Floral notes,Plants ,Charlock,2
Floral notes,Plants ,Chebulic myrobalan,2
Floral notes,Plants ,Comfrey,2
Floral notes,Plants ,Cordia,2
Floral notes,Plants ,Corylopsis,2
Floral notes,Plants ,Cranebill,2
Floral notes,Plants ,Cress,2
Floral notes,Plants ,Croton,2
Floral notes,Plants ,Feverfew,2
Floral notes,Plants ,Gandaria,2
Floral notes,Plants ,Gmelina arborea,2
Floral notes,Plants ,Italian spearmint,2
Floral notes,Plants ,Kimberley heather,2
Floral notes,Plants ,Knapweed,2
Floral notes,Plants ,Kowhai,2
Floral notes,Plants ,Lucuma,2
Floral notes,Plants ,Malay rose apple,2
Floral notes,Plants ,Meum,2
Floral notes,Plants ,Milk thistle,2
Floral notes,Plants ,Naranjilla,2
Floral notes,Plants ,Osyris,2
Floral notes,Plants ,Oysterplant,2
Floral notes,Plants ,Pacific serviceberry,2
Floral notes,Plants ,Persian hogweed CO2,2
Floral notes,Plants ,Persian violet,2
Floral notes,Plants ,Pink cedar,2
Floral notes,Plants ,Pohutukawa,2
Floral notes,Plants ,Prickly ash,2
Floral notes,Plants ,Santalum acuminatum,2
Floral notes,Plants ,Scaevola taccada,2
Floral notes,Plants ,Sea holly,2
Floral notes,Plants ,Sea mango,2
Floral notes,Plants ,Snowberry,2
Floral notes,Plants ,Tarchonanthus camphoratus,2
Floral notes,Plants ,Toadflax,2
Floral notes,Plants ,Tormentil,2
Floral notes,Plants ,Tupelo tree,2
Floral notes,Plants ,Wild basil,2
Floral notes,Plants ,Abronia ammophila,1
Floral notes,Plants ,Achyrocline satureioides,1
Floral notes,Plants ,African myrtle,1
Floral notes,Plants ,Albizia saman,1
Floral notes,Plants ,Aloe tree,1
Floral notes,Plants ,Aloysia deserticola,1
Floral notes,Plants ,Alyxia stellata,1
Floral notes,Plants ,Ambrosia monogyra,1
Floral notes,Plants ,Amomyrtus meli,1
Floral notes,Plants ,Amsonia,1
Floral notes,Plants ,Angico-Branco,1
Floral notes,Plants ,Angraecum compactum,1
Floral notes,Plants ,Aralia,1
Floral notes,Plants ,Aristolochia,1
Floral notes,Plants ,Asian pigeonwings,1
Floral notes,Plants ,Banksia,1
Floral notes,Plants ,Barringtonia,1
Floral notes,Plants ,Bauhinia,1
Floral notes,Plants ,Bitter-berry,1
Floral notes,Plants ,Black chokeberry,1
Floral notes,Plants ,Boldo,1
Floral notes,Plants ,Boronia leaf,1
Floral notes,Plants ,British cannabis,1
Floral notes,Plants ,Brunfelsia gigantea,1
Floral notes,Plants ,Buckthorn,1
Floral notes,Plants ,Burdock root,1
Floral notes,Plants ,Calathea,1
Floral notes,Plants ,Callistemon,1
Floral notes,Plants ,Calumba,1
Floral notes,Plants ,Candlenut,1
Floral notes,Plants ,Candy cane sorrel,1
Floral notes,Plants ,Cannabis absolute,1
Floral notes,Plants ,Cantua,1
Floral notes,Plants ,Carapa guianensis,1
Floral notes,Plants ,Cassia moschata,1
Floral notes,Plants ,Chayote,1
Floral notes,Plants ,Chinese banyan,1
Floral notes,Plants ,Chinese plumbago,1
Floral notes,Plants ,Citrullus,1
Floral notes,Plants ,Clethra barbinervis,1
Floral notes,Plants ,Clintonia udensis,1
Floral notes,Plants ,Colombian naranjilla,1
Floral notes,Plants ,Common devil's claw,1
Floral notes,Plants ,Common rush,1
Floral notes,Plants ,Common self-heal,1
Floral notes,Plants ,Copalchi,1
Floral notes,Plants ,Corsican stonecrop,1
Floral notes,Plants ,Corydalis,1
Floral notes,Plants ,Croton,1
Floral notes,Plants ,Cymbopetalum penduliflorum,1
Floral notes,Plants ,Cypress spurge,1
Floral notes,Plants ,Dianthus tenuifolius,1
Floral notes,Plants ,Duranta,1
Floral notes,Plants ,Dutchman's pipe,1
Floral notes,Plants ,Ericameria nauseosa,1
Floral notes,Plants ,Ericameria suffruticosa,1
Floral notes,Plants ,Eriogonum fasciculatum,1
Floral notes,Plants ,Erythroxylum coca,1
Floral notes,Plants ,Euphorbia hypericifolia,1
Floral notes,Plants ,Fittonia root,1
Floral notes,Plants ,Fringeleaf wild petunia,1
Floral notes,Plants ,Galega,1
Floral notes,Plants ,Geniostoma borbonicum,1
Floral notes,Plants ,Giant hogweed,1
Floral notes,Plants ,Glechoma hederacea,1
Floral notes,Plants ,Gnaphalium polycephalum,1
Floral notes,Plants ,Grevillea,1
Floral notes,Plants ,Hawaiian ginger flower,1
Floral notes,Plants ,Hemizygia petiolata,1
Floral notes,Plants ,Hemlock absolute,1
Floral notes,Plants ,Henbane,1
Floral notes,Plants ,Hogweed,1
Floral notes,Plants ,honey euryops,1
Floral notes,Plants ,Horehound,1
Floral notes,Plants ,Hydnocarpus wightianus,1
Floral notes,Plants ,Indian laurel,1
Floral notes,Plants ,Indian orange jessamine,1
Floral notes,Plants ,Ironwort,1
Floral notes,Plants ,Japanese laurel,1
